uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,4.0,0.48617634,0,5.830951894845301,0.3983636558055877,6.324555320336759,6.164444398880005,5,5,6
208_F0,115.84903970253704,0.08063987,0,30.610455730027933,0.0801881432533264,368.2458417959394,569.1590454101563,9,9,9
318_F0,42.72001872658765,0.4645317,0,36.68787265568828,0.2171073168516159,44.553338819890925,36.33194122314453,9,9,8
195_F0,4.242640687119285,0.50053984,0,4.123105625617661,0.439230740070343,4.47213595499958,4.38211567401886,2,3,5
194_F0,52.03844732503075,0.56728166,0,50.48762224545735,0.2105026006698608,70.9365914038728,36.74816284179688,9,9,2
336_F0,8.48528137423857,0.47641695,0,8.0,0.2843705087900162,11.704699910719626,31.225649070739745,9,8,7
329_F0,27.018512172212592,0.37866715,0,16.1245154965971,0.2858323693275452,12.0,8.110949563980103,8,8,9
399_F0,15.524174696260024,0.6124552,0,18.027756377319943,0.4120071828365326,18.027756377319943,4.2518147945404055,2,5,0
013_F0,23.40939982143925,0.4055107,0,25.632011235952596,0.3083709567785263,23.259406699226016,5.946389150619507,5,8,9
125_F0,15.0,0.46348456,0,14.422205101855956,0.4418292880058289,15.811388300841896,3.706878757476807,1,3,8
252_F0,10.04987562112089,0.5881297,0,9.219544457292889,0.4714412450790405,10.04987562112089,4.024621105194091,1,1,2
203_F0,8.246211251235321,0.5786555,0,7.211102550927978,0.4336547464132309,3.605551275463989,5.41980390548706,4,4,2
114_F0,2.8284271247461903,0.5916281,0,5.656854249492381,0.4770077168941498,4.123105625617661,3.4509240627288817,0,1,2
061_F0,36.013886210738214,0.42091325,0,15.652475842498529,0.1941237203776836,16.97056274847714,16.083910751342774,9,9,9
248_F0,9.848857801796104,0.5488461,0,4.242640687119285,0.4158857882022858,4.123105625617661,3.942915678024292,1,5,3
064_F0,13.601470508735444,0.57632214,0,6.4031242374328485,0.4783288836479187,5.385164807134504,5.429920625686646,4,1,2
234_F0,22.67156809750927,0.56726265,0,18.43908891458577,0.3685581266880035,18.788294228055936,9.213851261138917,8,6,2
393_F0,14.317821063276352,0.5948444,0,8.54400374531753,0.5167266845703125,7.211102550927978,4.045859479904175,1,0,2
332_F0,2.23606797749979,0.518537,0,8.0,0.4987787783145904,5.0990195135927845,3.886795663833618,1,0,4
348_F0,1.4142135623730951,0.50527626,0,7.071067811865476,0.4051319777965546,10.04987562112089,7.833755731582642,8,5,5
243_F0,16.1245154965971,0.4938747,0,14.317821063276352,0.3453789681196212,18.384776310850235,4.281697750091553,2,7,6
365_F0,8.0,0.44679213,0,2.8284271247461903,0.4632650732994079,4.47213595499958,4.608482408523559,2,1,8
235_F0,18.027756377319943,0.40092456,0,12.529964086141668,0.2121922314167022,14.317821063276352,17.11973457336426,9,9,9
069_F0,11.0,0.5903826,0,9.219544457292889,0.4893940210342407,10.198039027185567,3.7078311443328857,1,1,2
265_F0,18.027756377319943,0.67313504,0,9.433981132056603,0.4580457687377929,11.180339887498947,6.191757726669311,5,2,0
058_F0,17.72004514666935,0.3937334,0,2.23606797749979,0.3213013529777527,3.0,9.889119911193848,8,8,9
342_F0,13.152946437965904,0.487181,0,13.601470508735444,0.4470248639583588,11.6619037896906,5.700792288780212,5,3,6
198_F0,15.652475842498529,0.452551,0,17.029386365926403,0.4142869412899017,18.027756377319943,5.744846343994141,5,5,8
044_F0,23.194827009486403,0.57914853,0,13.601470508735444,0.4196678340435028,14.560219778561036,5.136594653129578,4,4,2
007_F0,50.15974481593781,0.35084417,0,19.209372712298546,0.3484650656580925,26.40075756488817,12.73543815612793,8,7,9
351_F0,29.154759474226505,0.29991713,0,26.248809496813376,0.2734578251838684,28.600699292150185,8.995242500305176,8,9,9
270_F0,17.029386365926403,0.45026788,0,15.132745950421556,0.3197528511285782,16.1245154965971,11.254558324813845,8,8,8
288_F0,8.602325267042627,0.58716595,0,8.54400374531753,0.4742614388465881,7.615773105863909,3.39390025138855,0,1,2
380_F0,5.0,0.51575345,0,1.0,0.4824714839458465,2.23606797749979,4.886415576934814,3,1,4
205_F0,9.055385138137416,0.6565686,0,3.605551275463989,0.4214118123054504,3.1622776601683795,6.796067428588867,6,4,0
132_F0,5.0,0.601259,0,5.0990195135927845,0.4888125956058502,1.4142135623730951,3.807507610321045,1,1,1
397_F0,29.68164415931166,0.53085804,0,24.35159132377184,0.3950819551944732,21.93171219946131,5.62779130935669,4,5,4
247_F0,16.64331697709324,0.3090889,0,35.05709628591621,0.3175130471587181,33.015148038438355,10.828693008422851,8,8,9
283_F0,17.11724276862369,0.61890006,0,16.492422502470642,0.5155874609947204,18.24828759089466,2.1152982473373414,0,0,0
396_F0,6.4031242374328485,0.5248332,0,17.029386365926403,0.4276420176029205,13.601470508735444,6.540801429748536,6,4,4
346_F0,24.020824298928627,0.42970708,0,22.20360331117452,0.3555511891841888,23.08679276123039,6.555072164535522,6,7,8
286_F0,24.75883680627989,0.35076827,0,14.7648230602334,0.3825278699398041,17.69180601295413,3.908640766143799,1,6,9
295_F0,24.73863375370596,0.48988545,0,17.72004514666935,0.3520280390977859,15.231546211727816,6.604662036895752,6,7,6
091_F0,17.029386365926403,0.6571099,0,17.26267650163207,0.3994762480258941,11.704699910719626,6.482459926605225,6,5,0
352_F0,14.0356688476182,0.5087859,0,8.48528137423857,0.3481705367565155,8.48528137423857,8.277635192871093,8,7,5
316_F0,17.26267650163207,0.20412071,0,14.212670403551895,0.2146419048309326,14.142135623730953,7.356655550003052,7,9,9
309_F0,5.0,0.5224949,0,6.0,0.5351771414279938,4.123105625617661,5.027929210662842,3,0,4
217_F0,12.041594578792296,0.46334156,0,9.0,0.4173033773899078,7.071067811865476,3.996948313713074,1,4,8
049_F0,98.79271228182776,0.5314074,0,67.05221845696084,0.1776062875986099,51.40038910358559,44.40061836242676,9,9,4
156_F0,16.15549442140351,0.5816583,0,14.142135623730953,0.3838652402162552,14.0,7.836867141723633,8,6,2
212_F0,13.038404810405298,0.57299227,0,13.0,0.4352124094963073,11.6619037896906,5.138344836235047,4,4,2
151_F0,6.4031242374328485,0.56033814,0,6.324555320336759,0.4121700495481491,4.242640687119285,5.459269142150879,4,5,3
305_F0,10.04987562112089,0.5920057,0,11.40175425099138,0.4718868374824524,10.816653826391969,2.74668664932251,0,1,2
119_F0,14.0,0.68373704,0,15.033296378372908,0.5023555815219879,13.152946437965904,2.909964656829834,0,0,0
079_F0,35.38361202590826,0.4575304,0,23.43074902771996,0.3939418792724609,27.65863337187866,6.697676420211792,6,5,8
385_F0,11.704699910719626,0.6430291,0,8.94427190999916,0.4665353655815124,9.848857801796104,4.598117923736572,2,1,0
394_F0,17.11724276862369,0.29510564,0,15.811388300841896,0.1978306025266647,19.313207915827967,29.385272979736328,9,9,9
375_F0,7.615773105863909,0.692463,0,7.615773105863909,0.5017341077327728,3.605551275463989,3.754132914543152,1,0,0
