uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,10.295630140987,0.5468444,0,12.041594578792296,0.3492158502340317,16.0,6.044803237915039,7,7,4
208_F0,11.40175425099138,0.32652494,0,10.63014581273465,0.3212023138999939,20.024984394500787,38.00704841613769,9,8,9
318_F0,8.06225774829855,0.70505494,0,6.082762530298219,0.4182183027267456,7.280109889280518,5.971250772476196,6,4,0
195_F0,6.324555320336759,0.59043527,0,5.0,0.458237874507904,4.242640687119285,4.413704109191895,3,0,1
194_F0,49.72926703662542,0.55215776,0,63.38769596696192,0.071532267332077,504.620649597299,566.6416809082032,9,9,4
336_F0,5.0990195135927845,0.663932,0,7.211102550927978,0.4467037260532379,3.605551275463989,5.224621105194092,6,1,0
329_F0,10.0,0.67295575,0,6.082762530298219,0.4228121787309646,5.0,7.458418655395508,8,3,0
399_F0,25.495097567963924,0.4330219,0,23.769728648009423,0.3024358510971069,18.68154169226941,6.467726230621338,7,8,8
013_F0,10.63014581273465,0.60455465,0,8.54400374531753,0.4356782168149948,7.280109889280518,2.749860215187073,0,2,1
125_F0,4.123105625617661,0.44941872,0,7.211102550927978,0.2884467214345932,7.810249675906654,8.980417919158935,9,9,8
252_F0,11.180339887498947,0.54083455,0,9.848857801796104,0.4573259234428405,7.615773105863909,3.319251203536987,1,0,4
203_F0,6.4031242374328485,0.4848668,0,8.54400374531753,0.3358296334743499,12.041594578792296,6.847492790222168,8,7,6
114_F0,4.47213595499958,0.6091349,0,0.0,0.4725378632545471,4.123105625617661,4.590638446807861,4,0,1
061_F0,9.486832980505138,0.59173644,0,10.0,0.4526283323764801,7.280109889280518,5.8130909442901615,6,1,1
248_F0,8.54400374531753,0.56026506,0,5.830951894845301,0.4652247548103332,5.830951894845301,2.0,0,0,3
064_F0,15.132745950421556,0.5689262,0,5.0,0.4268922924995422,7.071067811865476,5.432439804077148,6,3,2
234_F0,21.02379604162864,0.5815464,0,19.92485884517128,0.4771107375621796,22.20360331117452,2.8186737537384032,0,0,2
393_F0,86.03487664894976,0.26979235,0,25.059928172283332,0.2222972601652145,21.18962010041709,30.31432189941406,9,9,9
332_F0,14.142135623730953,0.45344755,0,12.649110640673518,0.3384685099124908,11.180339887498947,4.41049542427063,3,7,8
348_F0,3.605551275463989,0.49046633,0,4.123105625617661,0.3847588956356048,3.0,3.44714903831482,1,5,6
243_F0,5.656854249492381,0.562088,0,3.605551275463989,0.4523580968379974,2.23606797749979,4.598375844955444,4,1,3
365_F0,10.0,0.56272686,0,5.830951894845301,0.3792901933193207,9.433981132056603,3.7335618019104,2,6,3
235_F0,10.816653826391969,0.3622169,0,15.811388300841896,0.2941543966531753,15.264337522473747,11.397538089752198,9,8,9
069_F0,4.123105625617661,0.5456649,0,5.0,0.4398635327816009,5.0,2.425798034667969,0,1,4
265_F0,10.44030650891055,0.6090449,0,9.219544457292889,0.4473407179117202,12.36931687685298,3.8500216007232666,2,1,1
058_F0,5.0,0.6859799,0,4.123105625617661,0.4898271381855011,5.385164807134504,4.798977303504944,4,0,0
342_F0,11.180339887498947,0.44284734,0,17.26267650163207,0.3931584417819976,16.278820596099706,4.547775363922119,4,5,8
198_F0,19.1049731745428,0.4536715,0,23.08679276123039,0.4024640083312988,21.02379604162864,3.7880126953125,2,5,8
044_F0,5.830951894845301,0.29785088,0,5.0,0.2699563682079315,2.23606797749979,3.725940680503845,2,9,9
007_F0,13.038404810405298,0.5730468,0,9.848857801796104,0.356828099489212,12.041594578792296,3.575410842895508,1,6,2
351_F0,5.0990195135927845,0.365994,0,18.867962264113206,0.2428404122591018,13.45362404707371,7.413075876235962,8,9,9
270_F0,8.602325267042627,0.49634302,0,6.4031242374328485,0.3444960594177246,5.0,5.981085681915284,6,7,6
288_F0,8.246211251235321,0.6008747,0,8.06225774829855,0.4303891062736511,9.219544457292889,3.077032947540283,0,2,1
380_F0,10.198039027185567,0.49515903,0,10.44030650891055,0.3558949708938598,12.041594578792296,3.1920807123184205,0,6,6
205_F0,40.162171256046406,0.5549429,0,36.24913792078372,0.3854758650064468,36.40054944640259,3.3284446239471435,1,5,4
132_F0,8.0,0.48655114,0,6.082762530298219,0.3991806209087372,5.0,4.397830677032471,3,5,6
397_F0,18.384776310850235,0.59369004,0,8.94427190999916,0.3585184574127197,8.94427190999916,6.166137456893921,7,6,1
247_F0,10.295630140987,0.4094154,0,6.324555320336759,0.2478153437376022,1.0,7.687742471694946,8,9,8
283_F0,1.0,0.51483876,0,1.0,0.4084875851869583,2.23606797749979,3.2247867345809937,0,4,5
396_F0,10.816653826391969,0.62110406,0,2.8284271247461903,0.45379438996315,6.708203932499369,5.092436981201172,5,1,0
346_F0,17.029386365926403,0.51422584,0,5.0,0.2971398204565048,3.1622776601683795,7.580377864837646,8,8,5
286_F0,22.56102834535696,0.34789467,0,10.198039027185567,0.2167133405804634,12.0,7.246677160263061,8,9,9
295_F0,5.656854249492381,0.6402178,0,8.06225774829855,0.4534840524196625,7.211102550927978,2.95863037109375,0,1,0
091_F0,7.280109889280518,0.5744935,0,11.40175425099138,0.482641851902008,7.280109889280518,3.953365707397461,2,0,2
352_F0,5.0990195135927845,0.55073327,0,5.0,0.4010119050741195,5.0,5.686993217468261,6,5,4
316_F0,15.811388300841896,0.5768387,0,7.071067811865476,0.4440738141536712,10.0,4.590811443328858,4,1,2
309_F0,3.1622776601683795,0.52505034,0,6.324555320336759,0.3764507502317428,5.385164807134504,4.199457263946533,3,6,4
217_F0,12.083045973594572,0.58550555,0,9.219544457292889,0.449312150478363,8.602325267042627,3.583861303329468,1,1,1
049_F0,11.40175425099138,0.43415192,0,5.0,0.3378282755613327,3.1622776601683795,7.590133857727051,8,7,8
156_F0,12.16552506059644,0.6076638,0,6.082762530298219,0.4194009304046631,5.0990195135927845,5.607869625091553,6,3,1
212_F0,4.242640687119285,0.433505,0,5.656854249492381,0.3177137821912765,9.219544457292889,5.703434753417969,6,8,8
151_F0,10.0,0.44369784,0,5.0,0.2687032341957092,8.54400374531753,6.667346048355102,8,9,8
305_F0,9.055385138137416,0.38355207,0,2.23606797749979,0.327743923664093,5.385164807134504,5.996829509735107,6,7,9
119_F0,10.44030650891055,0.5401478,0,5.0990195135927845,0.3653524935245514,4.0,4.7508217096328735,4,6,4
079_F0,26.1725046566048,0.29009327,0,14.317821063276352,0.2930554211139679,13.038404810405298,12.562701606750489,9,8,9
385_F0,11.180339887498947,0.4956903,0,7.071067811865476,0.2587244093418121,9.219544457292889,9.107341957092284,9,9,6
394_F0,6.708203932499369,0.5369831,0,8.246211251235321,0.4096974074840546,5.0,5.351736068725586,6,4,4
375_F0,11.180339887498947,0.48578396,0,8.94427190999916,0.3887852489948272,9.219544457292889,6.801594734191895,8,5,6
041_F0,13.601470508735444,0.58066416,0,11.31370849898476,0.3925788581371307,13.038404810405298,3.9376627922058103,2,5,2
118_F0,3.1622776601683795,0.5150403,0,2.0,0.4367880940437317,3.1622776601683795,2.5593382835388185,0,2,5
209_F0,11.704699910719626,0.5590889,0,12.529964086141668,0.3230153769254684,10.816653826391969,7.993014144897461,8,8,3
083_F0,4.0,0.5766532,0,10.44030650891055,0.3849471926689148,9.899494936611664,9.648809814453124,9,5,2
096_F0,4.47213595499958,0.38805118,0,4.242640687119285,0.3102570354938507,4.242640687119285,3.378039908409119,1,8,9
183_F0,11.04536101718726,0.64173204,0,2.0,0.4938255965709686,2.8284271247461903,5.9931587219238285,6,0,0
052_F0,22.02271554554524,0.4530823,0,17.0,0.3262955039739609,17.804493814764857,4.594259452819824,4,7,8
