uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,13.892443989449804,0.27024558,0,19.92485884517128,0.2788957446813583,17.88854381999832,6.969778251647949,3,3,6
208_F0,1.4142135623730951,0.5565171,0,9.055385138137416,0.304784232378006,10.63014581273465,16.56001148223877,7,2,0
318_F0,17.804493814764857,0.30112955,0,26.92582403567252,0.1689984560012817,19.235384061671343,23.249494075775143,7,8,3
195_F0,15.033296378372908,0.2955249,0,10.198039027185567,0.2978202342987061,14.0,5.456562209129333,1,2,4
194_F0,47.67598976424087,0.30752972,0,17.72004514666935,0.191191416978836,1.0,26.22608642578125,8,7,3
336_F0,84.02380615040002,0.20144142,0,16.15549442140351,0.1474770218133926,35.35533905932738,39.73127899169922,9,9,9
329_F0,8.06225774829855,0.27423728,0,5.0990195135927845,0.3158503085374832,2.0,6.895154619216919,3,1,6
399_F0,30.265491900843116,0.28848815,0,22.47220505424423,0.2411183983087539,24.596747752497688,9.498019123077391,5,5,4
013_F0,8.54400374531753,0.28562224,0,10.0,0.1559161603450775,22.47220505424423,41.75427742004395,9,9,4
125_F0,14.0356688476182,0.27454945,0,12.36931687685298,0.2544390738010406,10.198039027185567,7.000360369682312,3,5,6
252_F0,10.295630140987,0.30757955,0,8.06225774829855,0.2183547556400299,27.459060435491963,33.346185302734376,9,6,3
203_F0,11.180339887498947,0.27243796,0,11.04536101718726,0.2790639340877533,7.071067811865476,7.882505989074707,4,3,6
114_F0,4.123105625617661,0.29136372,0,23.345235059857504,0.2216295331716537,12.206555615733702,13.163792610168455,6,6,4
061_F0,8.06225774829855,0.24835782,0,19.92485884517128,0.1895262420177459,5.656854249492381,26.37473545074463,8,8,7
248_F0,28.319604517012596,0.3559618,0,24.75883680627989,0.3084664046764374,22.62741699796952,4.280109500885009,0,2,1
064_F0,6.082762530298219,0.3223493,0,2.23606797749979,0.3264299988746643,2.8284271247461903,4.486795663833618,0,1,2
234_F0,9.055385138137416,0.31000546,0,12.36931687685298,0.2131685316562652,16.1245154965971,27.821511268615723,8,6,3
393_F0,8.06225774829855,0.25460714,0,1.0,0.3083104401826858,6.0,6.334826707839966,2,2,6
332_F0,29.27456233660889,0.22941601,0,25.179356624028344,0.2940603941679001,22.56102834535696,7.7920595645904545,4,2,8
348_F0,8.602325267042627,0.27310753,0,12.206555615733702,0.2063606888055801,25.45584412271571,23.974350452423096,7,7,6
